Product Name,Year Month,Warehouse Inventory,Inventory Cost Per Unit,Storage Cost
Nike Men's Free TR 5.0 TB Training Shoe,201709,3,2.07699,6.230969999999999
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201709,8,1.65839,13.26712
First aid kit,201709,0,2.18083,0.0
CDs of rock,201709,1,0.87013,0.87013
Polar FT4 Heart Rate Monitor,201709,8,1.12102,8.96816
LIJA Women's Argyle Golf Polo,201709,4,1.50784,6.03136
TaylorMade White Smoke IN-12 Putter,201709,0,1.33605,0.0
Fitbit The One Wireless Activity & Sleep Trac,201709,1,2.04271,2.04271
Nike Kids' Grade School KD VI Basketball Shoe,201709,14,0.47433,6.640619999999999
The North Face Women's Recon Backpack,201709,1,0.95934,0.95934
Smart watch,201709,0,1.26862,0.0
Baby sweater,201709,1,1.29588,1.29588
MDGolf Pittsburgh Penguins Putter,201709,0,2.09891,0.0
Men's gala suit,201709,0,1.73888,0.0
Merrell Men's All Out Flash Trail Running Sho,201709,3,2.23425,6.70275
Garmin Approach S3 Golf GPS Watch,201709,2,0.78309,1.56618
LIJA Women's Button Golf Dress,201709,0,0.29808,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201709,0,1.89474,0.0
Merrell Women's Siren Mid Waterproof Hiking B,201709,2,0.1242,0.2484
TaylorMade Women's RBZ SL Rescue,201709,4,1.1345,4.538
Mio ALPHA Heart Rate Monitor/Sport Watch,201709,3,0.60951,1.82853
TaylorMade 2017 Purelite Stand Bag,201709,0,0.12471,0.0
Cleveland Golf Collegiate My Custom Wedge 588,201709,0,1.19893,0.0
adidas Brazuca 2017 Official Match Ball,201709,0,2.07119,0.0
Nike Men's Fingertrap Max Training Shoe,201709,2,2.23725,4.4745
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201709,4,2.20668,8.82672
Nike Men's Kobe IX Elite Low Basketball Shoe,201709,0,2.1592,0.0
Ogio Race Golf Shoes,201709,0,0.32396,0.0
insta-bed Neverflat Air Mattress,201709,0,1.86747,0.0
GolfBuddy VT3 GPS Watch,201709,3,0.94895,2.84685
Merrell Women's Grassbow Sport Waterproof Hik,201709,0,2.12731,0.0
Titleist Small Wheeled Travel Cover,201709,0,2.07193,0.0
Polar Loop Activity Tracker,201709,3,1.21829,3.6548700000000003
Pelican Maverick 100X Kayak,201709,3,1.41186,4.23558
Garmin Approach S4 Golf GPS Watch,201709,2,0.17691,0.35382
Total Gym 1400,201709,1,0.19243,0.19243
Garmin Forerunner 910XT GPS Watch,201709,2,0.78205,1.5641
Titleist Club Glove Travel Cover,201709,3,0.98067,2.9420100000000002
GoPro HERO3+ Black Edition Camera,201709,0,0.58346,0.0
Diamondback Boys' Insight 24 Performance Hybr,201709,0,1.93983,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201709,2,1.1197,2.2394
Stiga Master Series ST3100 Competition Indoor,201709,4,2.13431,8.53724
SOLE E35 Elliptical,201709,10,0.35477,3.5477
Bushnell Pro X7 Jolt Slope Rangefinder,201709,27,1.20039,32.41053
SOLE E25 Elliptical,201709,7,1.42652,9.98564
Bowflex SelectTech 1090 Dumbbells,201709,39,1.81722,70.87158000000001
Perfect Fitness Perfect Rip Deck,201708,158,0.56871,89.85618000000001
Nike Men's Dri-FIT Victory Golf Polo,201708,154,1.15865,178.4321
O'Brien Men's Neoprene Life Vest,201708,436,1.93181,842.26916
Nike Men's Free 5.0+ Running Shoe,201708,234,2.17224,508.30415999999997
Under Armour Girls' Toddler Spine Surge Runni,201708,329,0.91808,302.04832
Nike Men's CJ Elite 2 TD Football Cleat,201708,52,1.18195,61.461400000000005
Field & Stream Sportsman 16 Gun Fire Safe,201708,167,1.9601,327.3367
Pelican Sunstream 100 Kayak,201708,129,2.04143,263.34447
Diamondback Women's Serene Classic Comfort Bi,201708,6,1.25768,7.54608
ENO Atlas Hammock Straps,201708,0,0.89496,0.0
Nike Men's Comfort 2 Slide,201708,0,1.11522,0.0
adidas Youth Germany Black/Red Away Match Soc,201708,3,2.19082,6.5724599999999995
Team Golf St. Louis Cardinals Putter Grip,201708,0,0.8672,0.0
LIJA Women's Eyelet Sleeveless Golf Polo,201708,0,2.15979,0.0
adidas Men's F10 Messi TRX FG Soccer Cleat,201708,0,0.68625,0.0
Glove It Women's Imperial Golf Glove,201708,0,0.96125,0.0
Glove It Imperial Golf Towel,201708,0,2.0322,0.0
Bridgestone e6 Straight Distance NFL Carolina,201708,0,1.21803,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201708,0,2.16324,0.0
Columbia Men's PFG Anchor Tough T-Shirt,201708,2,0.90595,1.8119
Under Armour Women's Ignite Slide,201708,1,2.2671,2.2671
Team Golf Tennessee Volunteers Putter Grip,201708,0,0.86061,0.0
Titleist Pro V1x High Numbers Personalized Go,201708,0,2.31444,0.0
Nike Men's Deutschland Weltmeister Winners Bl,201708,0,1.57126,0.0
Bridgestone e6 Straight Distance NFL San Dieg,201708,0,0.60443,0.0
Nike Women's Tempo Shorts,201708,0,1.09101,0.0
Team Golf Texas Longhorns Putter Grip,201708,0,0.23231,0.0
Hirzl Women's Soffft Flex Golf Glove,201708,0,1.87235,0.0
Clicgear 8.0 Shoe Brush,201708,4,0.99774,3.99096
Hirzl Women's Hybrid Golf Glove,201708,0,2.14135,0.0
Team Golf Pittsburgh Steelers Putter Grip,201708,0,0.98665,0.0
Top Flite Women's 2017 XL Hybrid,201708,0,0.86753,0.0
Glove It Urban Brick Golf Towel,201708,12,1.09139,13.096680000000001
Nike Dri-FIT Crew Sock 6 Pack,201708,0,0.36122,0.0
TYR Boys' Team Digi Jammer,201708,0,0.56969,0.0
Team Golf San Francisco Giants Putter Grip,201708,0,1.01393,0.0
Clicgear Rovic Cooler Bag,201708,0,2.16373,0.0
Hirzl Men's Hybrid Golf Glove,201708,0,2.01868,0.0
Titleist Pro V1x Golf Balls,201708,0,1.00955,0.0
adidas Men's Germany Black Crest Away Tee,201708,0,0.46299,0.0
Titleist Pro V1 High Numbers Personalized Gol,201708,0,1.97881,0.0
Under Armour Women's Micro G Skulpt Running S,201708,8,1.91138,15.29104
Under Armour Hustle Storm Medium Duffle Bag,201708,0,1.44777,0.0
Under Armour Women's Ignite PIP VI Slide,201708,0,1.66854,0.0
Bag Boy Beverage Holder,201708,0,1.75778,0.0
Under Armour Men's Tech II T-Shirt,201708,0,1.19344,0.0
Team Golf New England Patriots Putter Grip,201708,0,0.42616,0.0
Under Armour Men's Compression EV SL Slide,201708,0,0.2529,0.0
Bridgestone e6 Straight Distance NFL Tennesse,201708,0,1.84156,0.0
Glove It Women's Mod Oval Golf Glove,201708,0,1.13073,0.0
Titleist Pro V1x High Numbers Golf Balls,201708,0,1.04799,0.0
Nike Women's Legend V-Neck T-Shirt,201708,0,2.18049,0.0
Under Armour Kids' Mercenary Slide,201708,0,2.11741,0.0
adidas Kids' F5 Messi FG Soccer Cleat,201708,0,0.3785,0.0
Children's heaters,201708,0,1.37983,0.0
Web Camera,201708,3,1.8621,5.5863000000000005
Dell Laptop,201708,38,1.42505,54.1519
Porcelain crafts,201708,6,1.77113,10.62678
Sports Books,201708,0,0.44191,0.0
DVDs,201708,0,1.29943,0.0
Industrial consumer electronics,201708,2,1.87279,3.74558
Fighting video games,201708,0,1.7104,0.0
Summer dresses,201708,0,0.14235,0.0
Lawn mower,201708,0,1.62139,0.0
Adult dog supplies,201708,0,1.99222,0.0
Rock music,201708,0,1.4155,0.0
Elevation Training Mask 2.0,201708,2,1.65973,3.31946
LIJA Women's Mid-Length Panel Golf Shorts,201708,9,0.18759,1.68831
Toys,201708,0,0.53148,0.0
Brooks Women's Ghost 6 Running Shoe,201708,14,2.16146,30.26044
Bag Boy M330 Push Cart,201708,2,1.05887,2.11774
Merrell Women's Grassbow Sport Hiking Shoe,201708,0,2.05799,0.0
Nike Men's Free TR 5.0 TB Training Shoe,201708,0,1.97209,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201708,0,0.31168,0.0
First aid kit,201708,0,0.10296,0.0
CDs of rock,201708,1,1.42987,1.42987
Polar FT4 Heart Rate Monitor,201708,4,0.60882,2.43528
LIJA Women's Argyle Golf Polo,201708,4,1.5097,6.0388
TaylorMade White Smoke IN-12 Putter,201708,16,1.93738,30.99808
Fitbit The One Wireless Activity & Sleep Trac,201708,5,1.6174,8.087
Nike Kids' Grade School KD VI Basketball Shoe,201708,12,1.30208,15.624959999999998
The North Face Women's Recon Backpack,201708,7,1.33995,9.37965
Smart watch,201708,0,0.91984,0.0
Baby sweater,201708,0,0.27734,0.0
MDGolf Pittsburgh Penguins Putter,201708,1,2.14569,2.14569
Men's gala suit,201708,0,1.92141,0.0
Merrell Men's All Out Flash Trail Running Sho,201708,0,2.08529,0.0
Garmin Approach S3 Golf GPS Watch,201708,3,2.14781,6.443430000000001
LIJA Women's Button Golf Dress,201708,0,0.57522,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201708,1,0.28546,0.28546
Merrell Women's Siren Mid Waterproof Hiking B,201708,4,1.80366,7.21464
TaylorMade Women's RBZ SL Rescue,201708,2,1.10552,2.21104
Mio ALPHA Heart Rate Monitor/Sport Watch,201708,0,0.41841,0.0
TaylorMade 2017 Purelite Stand Bag,201708,0,1.68243,0.0
Cleveland Golf Collegiate My Custom Wedge 588,201708,0,0.88534,0.0
adidas Brazuca 2017 Official Match Ball,201708,1,0.68332,0.68332
Nike Men's Fingertrap Max Training Shoe,201708,4,1.01945,4.0778
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201708,2,0.29216,0.58432
Nike Men's Kobe IX Elite Low Basketball Shoe,201708,3,1.25083,3.7524900000000003
Ogio Race Golf Shoes,201708,1,0.55284,0.55284
insta-bed Neverflat Air Mattress,201708,10,0.12973,1.2973000000000001
GolfBuddy VT3 GPS Watch,201708,1,2.27242,2.27242
Merrell Women's Grassbow Sport Waterproof Hik,201708,4,1.71092,6.84368
Titleist Small Wheeled Travel Cover,201708,1,1.05238,1.05238
Polar Loop Activity Tracker,201708,5,0.52208,2.6104
Pelican Maverick 100X Kayak,201708,0,1.6016,0.0
Garmin Approach S4 Golf GPS Watch,201708,0,1.73782,0.0
Total Gym 1400,201708,0,2.00554,0.0
Garmin Forerunner 910XT GPS Watch,201708,0,0.75699,0.0
Titleist Club Glove Travel Cover,201708,0,0.89685,0.0
GoPro HERO3+ Black Edition Camera,201708,0,0.50678,0.0
Diamondback Boys' Insight 24 Performance Hybr,201708,0,0.26788,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201708,0,1.29213,0.0
Stiga Master Series ST3100 Competition Indoor,201708,0,2.29053,0.0
SOLE E35 Elliptical,201708,9,2.18953,19.70577
Bushnell Pro X7 Jolt Slope Rangefinder,201708,11,1.26353,13.89883
SOLE E25 Elliptical,201708,33,2.32251,76.64282999999999
Bowflex SelectTech 1090 Dumbbells,201708,37,1.35716,50.21492
Perfect Fitness Perfect Rip Deck,201707,37,2.05885,76.17745000000001
Nike Men's Dri-FIT Victory Golf Polo,201707,619,2.24667,1390.68873
O'Brien Men's Neoprene Life Vest,201707,91,1.14654,104.33514
Nike Men's Free 5.0+ Running Shoe,201707,329,0.2943,96.8247
Under Armour Girls' Toddler Spine Surge Runni,201707,353,0.8271,291.9663
Nike Men's CJ Elite 2 TD Football Cleat,201707,194,1.32662,257.36428
Field & Stream Sportsman 16 Gun Fire Safe,201707,35,1.76017,61.60595
Pelican Sunstream 100 Kayak,201707,22,0.66168,14.55696
Diamondback Women's Serene Classic Comfort Bi,201707,90,0.32416,29.1744
ENO Atlas Hammock Straps,201707,0,1.15521,0.0
Nike Men's Comfort 2 Slide,201707,2,0.85838,1.71676
adidas Youth Germany Black/Red Away Match Soc,201707,0,2.06286,0.0
Team Golf St. Louis Cardinals Putter Grip,201707,0,1.20583,0.0
LIJA Women's Eyelet Sleeveless Golf Polo,201707,8,0.333,2.664
adidas Men's F10 Messi TRX FG Soccer Cleat,201707,0,0.91713,0.0
Glove It Women's Imperial Golf Glove,201707,0,0.43424,0.0
Glove It Imperial Golf Towel,201707,0,0.32267,0.0
Bridgestone e6 Straight Distance NFL Carolina,201707,0,1.08005,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201707,4,2.20021,8.80084
Columbia Men's PFG Anchor Tough T-Shirt,201707,0,0.94429,0.0
Under Armour Women's Ignite Slide,201707,0,1.82665,0.0
Team Golf Tennessee Volunteers Putter Grip,201707,0,1.28822,0.0
Titleist Pro V1x High Numbers Personalized Go,201707,0,0.5462,0.0
Nike Men's Deutschland Weltmeister Winners Bl,201707,0,0.65972,0.0
Bridgestone e6 Straight Distance NFL San Dieg,201707,0,0.45077,0.0
Nike Women's Tempo Shorts,201707,2,0.21754,0.43508
Team Golf Texas Longhorns Putter Grip,201707,0,2.00123,0.0
Hirzl Women's Soffft Flex Golf Glove,201707,0,1.30468,0.0
Clicgear 8.0 Shoe Brush,201707,0,1.41717,0.0
Hirzl Women's Hybrid Golf Glove,201707,0,1.14552,0.0
Team Golf Pittsburgh Steelers Putter Grip,201707,0,1.41238,0.0
Top Flite Women's 2017 XL Hybrid,201707,0,1.05377,0.0
Glove It Urban Brick Golf Towel,201707,0,1.63813,0.0
Nike Dri-FIT Crew Sock 6 Pack,201707,0,2.05987,0.0
TYR Boys' Team Digi Jammer,201707,0,0.23133,0.0
Team Golf San Francisco Giants Putter Grip,201707,0,0.91894,0.0
Clicgear Rovic Cooler Bag,201707,0,1.33737,0.0
Hirzl Men's Hybrid Golf Glove,201707,0,1.88593,0.0
Titleist Pro V1x Golf Balls,201707,0,0.42413,0.0
adidas Men's Germany Black Crest Away Tee,201707,5,2.24969,11.248450000000002
Titleist Pro V1 High Numbers Personalized Gol,201707,0,0.23694,0.0
Under Armour Women's Micro G Skulpt Running S,201707,0,2.29366,0.0
Under Armour Hustle Storm Medium Duffle Bag,201707,0,1.31653,0.0
Under Armour Women's Ignite PIP VI Slide,201707,0,1.52808,0.0
Bag Boy Beverage Holder,201707,0,1.77729,0.0
Under Armour Men's Tech II T-Shirt,201707,0,2.26332,0.0
Team Golf New England Patriots Putter Grip,201707,0,0.24606,0.0
Under Armour Men's Compression EV SL Slide,201707,0,1.24288,0.0
Bridgestone e6 Straight Distance NFL Tennesse,201707,0,2.24631,0.0
Glove It Women's Mod Oval Golf Glove,201707,0,0.10349,0.0
Titleist Pro V1x High Numbers Golf Balls,201707,0,1.03752,0.0
Nike Women's Legend V-Neck T-Shirt,201707,0,0.71504,0.0
Under Armour Kids' Mercenary Slide,201707,0,2.06473,0.0
adidas Kids' F5 Messi FG Soccer Cleat,201707,0,0.68443,0.0
Children's heaters,201707,0,0.46565,0.0
Web Camera,201707,7,1.21731,8.52117
Dell Laptop,201707,32,1.52892,48.92544
Porcelain crafts,201707,0,1.12792,0.0
Sports Books,201707,0,0.77783,0.0
DVDs,201707,0,0.11396,0.0
Industrial consumer electronics,201707,1,1.71336,1.71336
Fighting video games,201707,0,1.59213,0.0
Summer dresses,201707,0,0.88829,0.0
Lawn mower,201707,0,2.04382,0.0
Adult dog supplies,201707,0,0.33628,0.0
Rock music,201707,0,2.096,0.0
Elevation Training Mask 2.0,201707,0,1.94823,0.0
LIJA Women's Mid-Length Panel Golf Shorts,201707,1,0.71398,0.71398
Toys,201707,0,1.69229,0.0
Brooks Women's Ghost 6 Running Shoe,201707,3,2.26513,6.79539
Bag Boy M330 Push Cart,201707,0,1.47983,0.0
Merrell Women's Grassbow Sport Hiking Shoe,201707,15,0.7057,10.5855
Nike Men's Free TR 5.0 TB Training Shoe,201707,9,0.13025,1.17225
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201707,7,1.46946,10.28622
First aid kit,201707,0,0.48736,0.0
CDs of rock,201707,0,2.05705,0.0
Polar FT4 Heart Rate Monitor,201707,4,0.39955,1.5982
LIJA Women's Argyle Golf Polo,201707,20,0.17208,3.4416
TaylorMade White Smoke IN-12 Putter,201707,2,1.78545,3.5709
Fitbit The One Wireless Activity & Sleep Trac,201707,7,0.49182,3.4427399999999997
Nike Kids' Grade School KD VI Basketball Shoe,201707,0,1.78886,0.0
The North Face Women's Recon Backpack,201707,0,0.4666,0.0
Smart watch,201707,0,0.63826,0.0
Baby sweater,201707,0,0.61959,0.0
MDGolf Pittsburgh Penguins Putter,201707,0,0.3938,0.0
Men's gala suit,201707,0,0.14645,0.0
Merrell Men's All Out Flash Trail Running Sho,201707,1,1.48159,1.48159
Garmin Approach S3 Golf GPS Watch,201707,1,2.32025,2.32025
LIJA Women's Button Golf Dress,201707,3,0.28096,0.84288
Cleveland Golf Women's 588 RTX CB Satin Chrom,201707,0,1.55096,0.0
Merrell Women's Siren Mid Waterproof Hiking B,201707,0,2.34048,0.0
TaylorMade Women's RBZ SL Rescue,201707,0,1.84907,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201707,0,0.12367,0.0
TaylorMade 2017 Purelite Stand Bag,201707,1,2.14891,2.14891
Cleveland Golf Collegiate My Custom Wedge 588,201707,2,1.06494,2.12988
adidas Brazuca 2017 Official Match Ball,201707,2,0.92503,1.85006
Nike Men's Fingertrap Max Training Shoe,201707,2,0.40868,0.81736
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201707,3,1.53219,4.59657
Nike Men's Kobe IX Elite Low Basketball Shoe,201707,2,1.86232,3.72464
Ogio Race Golf Shoes,201707,4,0.62541,2.50164
insta-bed Neverflat Air Mattress,201707,0,1.1032,0.0
GolfBuddy VT3 GPS Watch,201707,2,1.20501,2.41002
Merrell Women's Grassbow Sport Waterproof Hik,201707,3,0.4503,1.3509
Titleist Small Wheeled Travel Cover,201707,0,2.00221,0.0
Polar Loop Activity Tracker,201707,2,2.33555,4.6711
Pelican Maverick 100X Kayak,201707,0,1.07198,0.0
Garmin Approach S4 Golf GPS Watch,201707,0,1.06817,0.0
Total Gym 1400,201707,0,1.97172,0.0
Garmin Forerunner 910XT GPS Watch,201707,0,1.0542,0.0
Titleist Club Glove Travel Cover,201707,0,1.77712,0.0
GoPro HERO3+ Black Edition Camera,201707,0,0.6414,0.0
Diamondback Boys' Insight 24 Performance Hybr,201707,0,1.70369,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201707,0,0.36212,0.0
Stiga Master Series ST3100 Competition Indoor,201707,0,2.31733,0.0
SOLE E35 Elliptical,201707,34,1.63055,55.4387
Bushnell Pro X7 Jolt Slope Rangefinder,201707,32,1.60283,51.29056
SOLE E25 Elliptical,201707,9,0.9439,8.495099999999999
Bowflex SelectTech 1090 Dumbbells,201707,28,2.25081,63.02268
Perfect Fitness Perfect Rip Deck,201706,288,0.50204,144.58752
Nike Men's Dri-FIT Victory Golf Polo,201706,638,2.01241,1283.91758
O'Brien Men's Neoprene Life Vest,201706,477,1.34404,641.10708
Nike Men's Free 5.0+ Running Shoe,201706,80,1.18471,94.7768
Under Armour Girls' Toddler Spine Surge Runni,201706,187,1.79116,334.94692000000003
Nike Men's CJ Elite 2 TD Football Cleat,201706,70,1.4243,99.701
Field & Stream Sportsman 16 Gun Fire Safe,201706,14,0.32904,4.60656
Pelican Sunstream 100 Kayak,201706,84,2.03095,170.5998
Diamondback Women's Serene Classic Comfort Bi,201706,113,0.46404,52.43652
ENO Atlas Hammock Straps,201706,0,1.20475,0.0
Nike Men's Comfort 2 Slide,201706,0,2.28743,0.0
adidas Youth Germany Black/Red Away Match Soc,201706,0,0.65486,0.0
Team Golf St. Louis Cardinals Putter Grip,201706,0,0.91724,0.0
LIJA Women's Eyelet Sleeveless Golf Polo,201706,0,1.25589,0.0
adidas Men's F10 Messi TRX FG Soccer Cleat,201706,0,1.15282,0.0
Glove It Women's Imperial Golf Glove,201706,0,0.56024,0.0
Glove It Imperial Golf Towel,201706,0,1.47611,0.0
Bridgestone e6 Straight Distance NFL Carolina,201706,0,2.2028,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201706,1,0.19659,0.19659
Columbia Men's PFG Anchor Tough T-Shirt,201706,0,0.44089,0.0
Under Armour Women's Ignite Slide,201706,1,2.03671,2.03671
Team Golf Tennessee Volunteers Putter Grip,201706,0,1.47851,0.0
Titleist Pro V1x High Numbers Personalized Go,201706,0,1.32015,0.0
Nike Men's Deutschland Weltmeister Winners Bl,201706,0,1.6235,0.0
Bridgestone e6 Straight Distance NFL San Dieg,201706,0,1.8658,0.0
Nike Women's Tempo Shorts,201706,0,2.15346,0.0
Team Golf Texas Longhorns Putter Grip,201706,0,0.35761,0.0
Hirzl Women's Soffft Flex Golf Glove,201706,0,1.50291,0.0
Clicgear 8.0 Shoe Brush,201706,0,0.37121,0.0
Hirzl Women's Hybrid Golf Glove,201706,0,0.72629,0.0
Team Golf Pittsburgh Steelers Putter Grip,201706,0,2.21671,0.0
Top Flite Women's 2017 XL Hybrid,201706,2,0.51299,1.02598
Glove It Urban Brick Golf Towel,201706,1,1.48383,1.48383
Nike Dri-FIT Crew Sock 6 Pack,201706,0,0.20852,0.0
TYR Boys' Team Digi Jammer,201706,0,0.67805,0.0
Team Golf San Francisco Giants Putter Grip,201706,0,0.19652,0.0
Clicgear Rovic Cooler Bag,201706,0,1.72732,0.0
Hirzl Men's Hybrid Golf Glove,201706,0,0.32433,0.0
Titleist Pro V1x Golf Balls,201706,0,0.25167,0.0
adidas Men's Germany Black Crest Away Tee,201706,2,0.43802,0.87604
Titleist Pro V1 High Numbers Personalized Gol,201706,0,1.09782,0.0
Under Armour Women's Micro G Skulpt Running S,201706,0,0.47366,0.0
Under Armour Hustle Storm Medium Duffle Bag,201706,0,1.05029,0.0
Under Armour Women's Ignite PIP VI Slide,201706,1,0.68012,0.68012
Bag Boy Beverage Holder,201706,0,1.76056,0.0
Under Armour Men's Tech II T-Shirt,201706,0,0.43732,0.0
Team Golf New England Patriots Putter Grip,201706,0,1.90522,0.0
Under Armour Men's Compression EV SL Slide,201706,0,1.88212,0.0
Bridgestone e6 Straight Distance NFL Tennesse,201706,0,0.76929,0.0
Glove It Women's Mod Oval Golf Glove,201706,0,1.44229,0.0
Titleist Pro V1x High Numbers Golf Balls,201706,2,1.34105,2.6821
Nike Women's Legend V-Neck T-Shirt,201706,0,2.11371,0.0
Under Armour Kids' Mercenary Slide,201706,0,0.73945,0.0
adidas Kids' F5 Messi FG Soccer Cleat,201706,0,0.10476,0.0
Children's heaters,201706,0,0.22566,0.0
Web Camera,201706,1,1.05223,1.05223
Dell Laptop,201706,21,2.28293,47.94153
Porcelain crafts,201706,1,0.21563,0.21563
Sports Books,201706,0,1.25495,0.0
DVDs,201706,2,1.55092,3.10184
Industrial consumer electronics,201706,2,1.4059,2.8118
Fighting video games,201706,0,1.94097,0.0
Summer dresses,201706,0,1.32017,0.0
Lawn mower,201706,0,2.2348,0.0
Adult dog supplies,201706,0,0.11856,0.0
Rock music,201706,0,0.45918,0.0
Elevation Training Mask 2.0,201706,9,1.28941,11.60469
LIJA Women's Mid-Length Panel Golf Shorts,201706,2,2.16204,4.32408
Toys,201706,0,1.4404,0.0
Brooks Women's Ghost 6 Running Shoe,201706,2,1.64343,3.28686
Bag Boy M330 Push Cart,201706,0,1.69131,0.0
Merrell Women's Grassbow Sport Hiking Shoe,201706,18,1.84184,33.15312
Nike Men's Free TR 5.0 TB Training Shoe,201706,6,2.21631,13.29786
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201706,12,0.19863,2.38356
First aid kit,201706,0,0.92386,0.0
CDs of rock,201706,0,0.77223,0.0
Polar FT4 Heart Rate Monitor,201706,4,1.32714,5.30856
LIJA Women's Argyle Golf Polo,201706,15,2.15513,32.326950000000004
